#{"t_start": 1769017336.1027758, "env_id": "None"}
r,l,t
24567.022201,200,2688.684257
12237.621752,126,2688.850955
25887.364699,200,2689.106876
20261.908986,200,2689.374589
23469.029053,200,2689.645385
20161.352803,200,2689.900748
24924.755619,200,2690.170021
667.766212,21,2690.188407
3016.810317,49,2693.384508
22783.104558,200,2693.651422
-926.27942,1,2693.651422
23527.703844,200,2693.918895
21599.731441,200,2694.196912
21638.866193,200,2694.458411
23766.399944,200,2694.726012
22353.347904,200,2694.990479
15432.961459,200,2695.253744
26181.901331,200,2695.518618
21083.519497,200,2695.781705
23156.065492,200,2696.049859
20145.672828,200,2699.359361
17151.819424,200,2699.622368
23576.158554,200,2699.879902
10719.041823,200,2700.137776
22328.82149,200,2700.409279
20577.265995,200,2700.66532
21403.744149,200,2700.933466
13629.997955,200,2701.197678
23299.09724,200,2701.459351
21811.824063,200,2701.717813
23865.666157,200,2704.982284
25218.858673,200,2705.244459
23488.454894,200,2705.504593
18201.208856,200,2705.761452
18644.742577,200,2706.029015
3988.733043,52,2706.100765
22213.317819,200,2706.359775
18191.017072,200,2706.627154
21583.367683,200,2706.895825
22439.555875,200,2707.159212
23347.960601,200,2707.42054
24806.423583,200,2710.863311
26111.759415,200,2711.12406
-191.571053,15,2711.136596
6011.812453,62,2711.219069
1648.040827,40,2711.271027
27273.470748,200,2711.540684
24626.163712,200,2711.809739
-577.341007,6,2711.816304
23328.761094,200,2712.079635
21087.469359,200,2712.34699
21426.39135,200,2712.613687
24032.110972,200,2712.878323
23458.036618,200,2713.141904
16328.614372,200,2713.415667
21787.150279,200,2716.751369
4306.073543,53,2716.822111
23425.203693,200,2717.086978
16872.421504,200,2717.352059
-848.712345,2,2717.35408
22749.241208,200,2717.61895
-403.578097,9,2717.631084
17526.769072,200,2717.897672
22198.541091,200,2718.162632
24763.570971,200,2718.438445
20816.104293,200,2718.705508
377.635211,17,2718.728758
3198.628663,64,2718.815356
-936.253619,1,2718.817379
22151.639142,200,2719.081391
26909.875522,200,2722.626524
4699.054153,88,2722.739558
350.16214,21,2722.770127
19974.250316,200,2723.035532
21631.803648,200,2723.30092
22970.062349,200,2723.568731
-960.840245,1,2723.568731
1192.90741,29,2723.609324
4538.179946,47,2723.671978
21913.391511,200,2723.937985
-632.110557,8,2723.948086
23145.815963,200,2724.217453
22524.652064,200,2724.482336
18247.660553,200,2724.750314
20732.064598,200,2725.017533
599.063276,22,2725.04583
22840.738026,200,2728.847363
21190.997318,200,2729.122661
21701.705291,200,2729.411352
24574.019203,200,2729.708538
23190.80073,200,2729.976419
25802.999939,200,2730.236362
22587.386952,200,2730.502955
21680.259658,200,2730.779309
21874.583784,200,2731.047213
23747.846619,200,2731.333626
10650.972767,200,2735.298105
23237.544184,200,2735.580527
16952.231901,200,2735.853265
371.213746,16,2735.878856
-933.635838,1,2735.878856
22362.065649,200,2736.163561
20329.421167,200,2736.443929
3396.081683,47,2736.508263
22269.562206,200,2736.789609
22720.234531,200,2737.070569
7549.453445,125,2737.240679
529.588361,22,2737.271673
24010.67696,200,2737.558282
23296.512109,200,2737.839824
20640.22305,200,2738.115097
23349.297525,200,2741.843211
22238.940681,200,2742.122577
-729.492327,5,2742.122577
24258.012604,200,2742.40371
9844.626271,160,2742.623574
1053.037849,23,2742.653705
17987.948418,200,2742.931575
25409.896282,200,2743.207644
18931.524031,200,2743.493688
12572.690756,200,2743.752637
9524.826592,200,2744.019833
10693.413437,158,2744.233477
8761.875263,116,2744.389927
4492.57451,81,2747.449923
938.818757,35,2747.50062
21932.046334,200,2747.75826
6367.730978,79,2747.869569
23791.470922,200,2748.127103
23152.342316,200,2748.39957
20474.641422,200,2748.690361
17771.068547,200,2748.958063
18369.204355,200,2749.221532
21835.625939,200,2749.490868
