#{"t_start": 1772874713.4933107, "env_id": "None"}
r,l,t
2779.949087,200,28875.036872
3745.409931,200,28875.748636
3680.864577,200,28879.958914
3766.278457,200,28880.653961
3111.17463,200,28881.354467
4018.453364,200,28886.504475
3798.377441,200,28887.210603
3087.206955,200,28891.286733
3567.811754,200,28892.003661
3419.051754,200,28892.708904
3616.615662,200,28897.940589
3762.294661,200,28898.660254
3468.228235,200,28899.381295
3573.028754,200,28904.75688
3343.58721,200,28905.472444
2632.98362,200,28909.630976
3310.243363,200,28910.309008
3815.379341,200,28911.026734
2789.214455,200,28922.751199
3014.058739,200,28926.67777
4034.669295,200,28947.690231
3773.859721,200,28951.651081
3112.92743,200,28955.383534
3387.11106,200,28987.178101
2439.825443,200,28990.784832
-180.625988,1,28990.806109
3236.446551,200,29012.639934
3865.120103,200,29016.18013
3073.502326,200,29019.852177
2970.791272,200,29045.184149
3630.514171,200,29049.207072
3264.077799,200,29052.741643
3654.868857,200,29079.064595
2904.850776,200,29082.646331
3370.343257,200,29101.757905
3013.463324,200,29105.46834
3468.076105,200,29109.568799
3100.300789,200,29135.20399
3461.937423,200,29138.899721
3578.137608,200,29160.796278
3386.384097,200,29164.513844
3595.878723,200,29168.491569
3549.18868,200,29194.984353
2990.386991,200,29198.796221
3760.997543,200,29218.855937
3620.815788,200,29222.562573
3243.87884,200,29226.316481
3305.280507,200,29251.657498
3152.031321,200,29255.321644
3543.653552,200,29274.747328
3819.009276,200,29278.468696
3584.014948,200,29284.395144
-165.883056,4,29284.510899
3889.439936,200,29316.177345
3324.347113,200,29320.089341
3891.166108,200,29323.965636
3575.047716,200,29353.44416
3248.610574,200,29357.827621
3711.945262,200,29381.417315
3446.084239,200,29385.817195
2861.853324,200,29389.906312
3268.846161,200,29419.238716
3895.530506,200,29424.31596
3411.773816,200,29445.932828
2805.406843,200,29449.446402
3817.800478,200,29453.054941
2886.202868,200,29475.020139
2847.26495,200,29478.58134
3557.754539,200,29498.906104
3935.640346,200,29502.536
3829.227728,200,29506.217705
2995.094259,200,29530.844076
3363.380553,200,29534.492314
3311.289187,200,29553.124445
3476.196312,200,29556.620395
3919.1209,200,29560.363341
3420.416494,200,29585.205326
3099.023155,200,29588.939495
2991.059455,200,29592.57234
3041.832643,200,29616.208937
3831.474324,200,29619.78881
3902.584102,200,29638.261323
3824.187929,200,29642.104986
4067.889267,200,29645.68445
4281.92723,200,29665.324163
3896.829641,200,29668.125777
4465.054188,200,29688.805963
4138.938495,200,29692.447711
4269.946046,200,29696.164178
3536.758938,200,29722.768112
3491.781724,200,29727.225352
3779.117425,200,29746.546391
3562.858121,200,29751.496601
3123.446589,200,29754.42015
3537.258121,200,29777.09864
4111.346418,200,29780.81953
3088.048716,200,29799.686166
2650.828579,200,29803.238903
2400.546888,200,29807.000479
3562.807826,200,29833.744953
3854.326428,200,29837.489098
-197.464616,1,29837.51317
3432.800468,200,29841.2755
3853.277934,200,29868.129024
3137.61479,200,29872.357569
3334.960683,200,29893.768109
2597.690653,200,29895.232927
3428.330113,200,29897.303061
3285.453554,200,29922.248277
4115.15761,200,29926.109046
3045.67093,200,29947.145072
3244.232202,200,29950.891252
2972.992601,200,29954.680556
3498.151372,200,29977.57142
3664.804997,200,29980.222075
3057.555195,200,29994.155566
3502.594149,200,29996.952258
3735.728209,200,29998.898566
3465.838851,200,30016.746406
3317.494966,200,30019.058074
3351.541115,200,30021.32071
3721.051712,200,30039.098031
3923.943101,200,30040.761724
3344.937002,200,30053.721234
3277.592235,200,30056.003165
3985.266749,200,30059.09946
3217.308096,200,30077.545175
3799.428864,200,30081.249217
3755.945575,200,30096.153752
3546.880479,200,30097.983906
3575.238836,200,30100.267766
4036.054061,200,30117.883122
3479.559267,200,30119.897786
3254.946662,200,30139.594135
3616.275557,200,30143.325315
3850.543305,200,30147.007006
3338.437394,200,30165.536753
3633.906973,200,30169.332435
3667.088472,200,30189.791827
3003.847785,200,30193.375318
4340.647512,200,30197.064431
3285.467785,200,30217.765545
3465.665579,200,30219.888266
4283.719799,200,30221.712926
3535.264987,200,30245.445503
4060.833535,200,30249.29281
3452.636895,200,30268.905024
2960.179391,200,30272.324192
3728.732429,200,30276.024468
3363.062015,200,30301.374378
3457.384171,200,30305.101331
3412.74365,200,30327.057195
3806.664199,200,30330.827121
2445.784463,200,30334.597969
3496.251111,200,30360.585802
2524.204993,200,30364.283914
3837.820926,200,30385.237622
3676.608294,200,30388.890426
3580.17766,200,30392.535263
3594.124739,200,30417.46299
3530.446569,200,30421.112681
3653.556254,200,30439.282238
2938.791058,200,30442.829772
3309.419707,200,30446.565964
3381.535134,200,30464.622618
3562.298526,200,30466.797833
3935.967694,200,30469.886541
3484.365574,200,30493.967347
3779.984462,200,30497.70384
3814.710912,200,30518.609375
3460.123204,200,30522.300911
3165.068598,200,30525.902366
3757.175987,200,30549.167763
3020.610127,200,30551.585823
3880.11043,200,30571.621703
3424.201306,200,30575.280798
3401.751824,200,30578.967994
3385.964783,200,30606.252597
3941.278128,200,30610.169531
4185.084478,200,30630.918439
3483.451518,200,30634.570574
2809.533049,200,30638.304792
2514.224042,200,30663.232866
3802.397957,200,30666.995439
2473.597223,200,30670.526072
3776.723926,200,30695.825435
3304.906718,200,30699.556508
3386.522977,200,30719.64009
3529.522963,200,30723.396461
3567.566048,200,30727.236773
3490.7057,200,30751.803318
3467.281468,200,30753.616158
2263.619398,200,30772.827873
3827.894509,200,30776.539443
